	news_collected_time	news_title
16907	2015-02-04	Sir John Chilcot is questioned by MPs: As it happened
16908	2015-02-04	Reid: Republicans 'Posturing For The Right Wing Of Their Party'
16909	2015-02-04	Lance Armstrong Lying Again? Disgraced Cyclist Allegedly Involved in Car-Crash Cover-Up [VIDEO] : OTHER : Sports World News
16910	2015-02-04	Greek Leaders Meet With Skeptical Leaders in Europe
16911	2015-02-04	Presidential Poll Finds More Support for Hillary Over GOP Contenders
16912	2015-02-04	National Enquirer: Bobbi Kristina Brown's Pregnant Suicide Drama
16913	2015-02-04	Staples buys Office Depot and Greece schmoozes for cash — 5 things to know today
16914	2015-02-04	Obama's day: Immigration and homeland security
16915	2015-02-04	Measles Is Spreading. Blame Doubtiness.
16916	2015-02-04	Lance Armstrong hit two parked cars, flees scene and asks girlfriend to say she was driving (FULL DETAILS)
16917	2015-02-04	Jeb Bush heads to Iowa next month
16918	2015-02-04	Bobbi Kristina Brown Is Not Actually Married to Nick Gordon, Lawyer Says
16919	2015-02-04	Tsipras Is Optimistic for a Solution to Bailout Terms for Greece
16920	2015-02-04	Staples Agrees to Buy Office Depot for About $6.3 Billion
16921	2015-02-04	After Deadly Metro-North Accident, Investigation Is Underway
16922	2015-02-04	US agency could struggle to process Obama's immigration orders
16923	2015-02-04	Defense pick Carter says he will give Obama candid advice
16924	2015-02-04	Social media clues in Bobbi Kristina incident?
16925	2015-02-04	Jeb Bush heads to Iowa next month [From CNN News]
16926	2015-02-04	Egypt sentences 230, including leader of 2011 uprisings, to life in prison
16927	2015-02-04	Investigation Begins In Fatal Metro-North Train-SUV Crash
16928	2015-02-04	Past Bush immigration remarks shock conservatives
16929	2015-02-04	Defense Secretary Nominee Looks to Send Senate Panel Strong Message
16930	2015-02-04	There Were More Measles Cases In January Than The Whole Of 2012 [Infographic]
16931	2015-02-04	Lawyer: Bobbi Kristina Brown never married
16932	2015-02-04	Al-Jazeera reporter freed from Egypt jail returns home
16933	2015-02-04	Jeb Bush to Pitch Economic Message in Detroit
16934	2015-02-04	Defense nominee Carter expected to acknowledge wasteful spending at hearing
16935	2015-02-04	Cancer's in the news again, but it's not all doom and gloom
16936	2015-02-04	Lance Armstrong 'let girlfriend take blame for crashed car'
16937	2015-02-04	What Would It Take for Measles to Return Permanently to the US
16938	2015-02-04	Egypt sends activist Ahmed Douma to jail for life
16939	2015-02-04	Islamic State's Killing of Jordanian Pilot Sparks Mideast Outrage
16940	2015-02-04	Metro-North Tragedy: How the Most Fatal Train Crash in Its History Unfolded
16941	2015-02-04	Obama Pentagon pick Carter warns of threat from 'malignant and savage terrorism'
16942	2015-02-04	FCC chair proposes 'bright-line' net neutrality rules
16943	2015-02-04	Lung Cancer Now Top Cancer Killer for Women in Rich Nations
16944	2015-02-04	Vaccine safety supported
16945	2015-02-04	230 protesters sentenced to life over violence
16946	2015-02-04	The grisly strategy behind ISIS's taped executions
16947	2015-02-04	Death Toll Lowered to 6 in Metro-North Crash
16948	2015-02-04	FCC Chief Announces Big Win For Net Neutrality Advocates
16949	2015-02-04	Boko Haram Militants Attack in Cameroon
16950	2015-02-04	A Political Strategist for Jeb Bush, All Southern Charm and Grit
16951	2015-02-04	World Cancer Day: What is cancer, what are the signs – and how much does age make a difference?
16952	2015-02-04	Egyptian court sentences 230 protesters to life in prison
16953	2015-02-04	Vaccinate children or keep them home
16954	2015-02-04	Path to compromise unclear as lawmakers debate immigration - Quincy Herald-Whig
16955	2015-02-04	Watch live: Defense nominee Ashton Carter says Ukraine needs support
16956	2015-02-04	iafrica.com Armstrong facing car crash charges
16957	2015-02-04	Egypt Sentences 230 Anti-Mubarak Activists to Life
16958	2015-02-04	TransAsia Airways: What We Can Learn About the Crash From Dashcam Footage
16959	2015-02-04	'Soon-to-be' defense secretary glides through hearing
16960	2015-02-04	Bobbi Kristina Never Married Nick Gordon, Says Bobby Brown's Wife
16961	2015-02-04	Leading Egypt Uprising Activist Ahmed Douma Among 230 Sentenced To Life
16962	2015-02-04	Harper Lee's second book sparks eager anticipation
16963	2015-02-04	Isis brutal killing of pilot hardens Jordan's resolve
16964	2015-02-04	NTSB is in charge at fatal NY SUV-train crash scene
16965	2015-02-04	Bush Touting Conservative Policies to Aid Middle Class
16966	2015-02-04	FCC chief proposes tough open Internet rules
16967	2015-02-04	Military needs 'lasting approaches' to threats, Carter says
16968	2015-02-04	Obama aide Pfeiffer to leave White House
16969	2015-02-04	Rapidly-growing Asian airlines race to find qualified pilots
16970	2015-02-04	UPDATE 4-Investigators seek clues at deadly New York train crash site
16971	2015-02-04	Jeb Bush in Detroit: Americans have right to rise out of poverty
16972	2015-02-04	Internet providers prepare for war with the FCC over expansion of net neutrality
16973	2015-02-04	Longtime Obama Dan Pfeiffer aide to leave White House
16974	2015-02-04	Saudi princes 'supported al-Qaeda before 9/11' claims twentieth hijacker
16975	2015-02-04	'Mockingbird' sequel prompts high hopes—and controversy
16976	2015-02-04	Islamic State: Jordan's King Abdullah vows 'severe response' to IS
16977	2015-02-04	Commuter Train Smashes Into SUV on Tracks, Killing 7 People
16978	2015-02-04	Jeb Bush touts conservative policies for America
16979	2015-02-04	FCC chairman pushes far-reaching plan to regulate Internet like phone service
16980	2015-02-04	UPDATE 1-US must improve defenses, cyberattack response -Pentagon nominee
16981	2015-02-04	Park Forest cop acquitted in fatal beanbag shooting of WWII vet
16982	2015-02-04	War with Isis: If the Saudis aren't fuelling the militant inferno, who is?
16983	2015-02-04	Some Democrats Mull Skipping Netanyahu Address
16984	2015-02-04	Crashed Taiwan plane hoisted from river; 25 confirmed dead
16985	2015-02-04	Jordan vows 'relentless' war against ISIS after pilot burnt alive - Middle East - Israel News
16986	2015-02-04	Jeb Bush decries liberal approaches in Detroit speech
16987	2015-02-04	U.S. Democrats block bill to fund Homeland Security
16988	2015-02-04	FCC chairman proposes strong new 'net neutrality' rules
16989	2015-02-04	Carter Can Take Gitmo Closure across the Finish Line
16990	2015-02-04	Dan Pfeiffer, long-serving top Obama adviser, leaving post
16991	2015-02-04	Judge acquits suburban Chicago police officer in beanbag shooting death of 95-year-old man
16992	2015-02-04	Safety gate hit back of SUV just before 'highly unusual' Metro-North crash, senators say
16993	2015-02-04	The TransAsia crash and the rise of dashcam journalism
16994	2015-02-04	Murdered Jordan pilot's father demands 'annihilation of ISIS'
16995	2015-02-04	Republicans challenge Obama on all fronts
16996	2015-02-04	In Detroit, Jeb Bush Tests Campaign Message on Economy
16997	2015-02-04	Maricopa County health officials confirm pediatric flu death - FOX 10 News
16998	2015-02-04	Defense nominee Carter 'inclined' to provide US arms to Ukraine
16999	2015-02-04	Saudi Arabia 'knowingly and directly' helped 9/11 hijackers, lawsuit says
17000	2015-02-04	TransAsia Airways Flight GE235: Race in Asia's airline boom to train enough pilots
17001	2015-02-04	Metro-North Tragedy: How the Most Fatal Train Crash in Its History Unfolded
17002	2015-02-04	King Abdullah of Jordan promises his country will wage a 'relentless' war against Isis in wake of pilot's execution
17003	2015-02-04	Man Behind Silk Road Website Is Convicted on All Counts
17004	2015-02-04	Democrats again block bill to derail immigration order
17005	2015-02-04	"Defense of Pentagon networks ""not where it should be""- nominee"
17006	2015-02-04	Lawyers: Evidence shows Saudi Arabia aided 9/11 hijackers
17007	2015-02-04	Long-Serving Obama Senior Aide Pfeiffer Departing
17008	2015-02-04	Clues Sought in Deadly NY Train Crash
17009	2015-02-04	S.F. man convicted of running Silk Road underground drug website
17010	2015-02-04	Colorado plunges into gun debate with GOP flexing new muscle
17011	2015-02-04	California Bill Would Repeal Personal Belief Exemption For Vaccines
17012	2015-02-04	UPDATE 3-Pentagon nominee vows to resolve Jordan arms sales delays
17013	2015-02-04	Lung Cancer No. 1 Cancer Killer of Women in Wealthy Nations
17014	2015-02-04	Flights are riskier in developing Asia
17015	2015-02-04	Investigation begins at Metro-North crash site
17016	2015-02-04	Jordan says IS can be defeated; uproar over burn video
17017	2015-02-04	Path to compromise unclear as lawmakers debate immigration
17018	2015-02-04	Jeb Bush talks about escaping presidential family's shadow in potential White ...
17019	2015-02-04	Silk Road 'darknet' boss found guilty of running massive drug web site
17020	2015-02-04	9/11 plotter says Saudi royals backed Al-Qaeda
17021	2015-02-04	The unvaccinated, by the numbers
17022	2015-02-04	The Texas Lawsuit Challenging Obama's Immigration Executive Actions Will Be Thrown Out -- If the Judge Follows the Law
17023	2015-02-04	TransAsia Turboprop ATR-72 Crashes Into Taiwan River, Killing 31
17024	2015-02-04	Measures to Prevent Rail Accidents Would Be Costly, Complex: Experts
17025	2015-02-04	Jordan says IS can be defeated; uproar over burn video
17026	2015-02-04	Collins responds to plans to reclassify Internet under Title II
17027	2015-02-04	"McCaskill calls for a ""clean"" bill to benefit Homeland Security"
17028	2015-02-04	Jeb's primary strategy: Run a general election campaign
17029	2015-02-04	9/11 conspirator Moussaoui claims Saudi royal family 'funded al-Qaeda'
17030	2015-02-04	Disneyland measles outbreak isn't largest in recent memory
17031	2015-02-04	Supreme Court's new health law case cuts both ways
17032	2015-02-04	Jordanian pilot's father: 'Annihilate' ISIS
17033	2015-02-04	Driver of Car in Train Collision Identified Video
17034	2015-02-04	GOP loses bid on Homeland Security funding, immigration rollback
17035	2015-02-04	Why Detroit? The meaning of Jeb Bush's first 2016 speech.
17036	2015-02-04	What you need to know about net neutrality proposal
17037	2015-02-04	Lawyers: Evidence shows Saudi Arabia aided 9/11 hijackers
17038	2015-02-04	California lawmakers seek to end 'personal belief' vaccine exemptions
17039	2015-02-04	Driver of Car in Train Collision Was Mother of 3
17040	2015-02-04	Islamic State says immolation was justified; Islamic experts say no
17041	2015-02-04	Second defeat for GOP on Homeland, immigration bill
17042	2015-02-04	Immigration face-off continues between President, Republicans
17043	2015-02-04	11 cars of train derail in eastern Iowa; 3 cars catch fire
17044	2015-02-04	Metro-North crash: Minute-by-minute
17045	2015-02-04	Taiwan plane crash: 31 die when TransAsia Airways flight hits bridge, plunges into Taipei river, officials report
17046	2015-02-04	Sen. John Thune blasts FCC chair's 'power grab'
17047	2015-02-04	Bill funding DHS, blocking immigration actions fails again in Senate
17048	2015-02-04	Obama Promises Dreamers He Won't Back Down
17049	2015-02-04	California lawmakers seek to end 'personal belief' vaccine exemptions
17050	2015-02-04	The TransAsia crash and the rise of dashcam journalism (+video)
17051	2015-02-04	Militants' Killing of Jordanian Pilot Unites the Arab World in Anger
17052	2015-02-04	Path to compromise unclear as lawmakers debate immigration
17053	2015-02-04	Republican floats compromise on immigration
17054	2015-02-04	How White House Thwarted FCC Chief on Internet Rules
17055	2015-02-04	Briefing: What you need to know about measles outbreak and vaccination (+video)
17056	2015-02-04	Syracuse announces self-imposed postseason ban this year
17057	2015-02-04	Death Toll Hits 31 in Taiwan Plane Crash, With 12 Missing
17058	2015-02-04	Deadly crash scene: Many questions, few answers
17059	2015-02-04	At White House, Westport woman tells Obama health law saved her life
17060	2015-02-04	FCC Plans Strong Hand To Regulate The Internet
17061	2015-02-04	Downton Aaron: Illinois congressman breaks silence since office makeover
17062	2015-02-04	Disneyland Measles Outbreak Isn't Largest in Recent Memory
17063	2015-02-04	Moussaoui claims Saudi royals 'funded 9/11 attacks'
17064	2015-02-04	At Least 25 Dead in Taiwan Plane Crash
17065	2015-02-04	Immigration debate: Is there a path to compromise? (+video)
17066	2015-02-04	Jeb Bush tests economic fairness message in Detroit
17067	2015-02-04	Lawmaker's Lavish Office Decor Draws Call for Ethics Inquiry
17068	2015-02-04	2 top aides leaving Obama's White House
17069	2015-02-04	How can vaccinated people contract measles?
17070	2015-02-04	Taiwan Plane Crash: TransAsia Flight Loses Control, Plunges Into River
17071	2015-02-04	Republicans' Losing Game on Homeland Security Bill
17072	2015-02-04	Foie gras back on court menu
17073	2015-02-04	Death toll hits 31 in Taiwan plane crash, with 12 missing
17074	2015-02-04	SUV driver in train collision was kind woman, mother of 3
17075	2015-02-04	Muslim outrage grows against Islamic State but questions linger over next steps in fight
17076	2015-02-04	Bill would tighten CA vaccination rules
17077	2015-02-04	Verizon, AT&T pounce on FCC chairman's Internet proposal
17078	2015-02-04	Released journalist struggled to leave colleagues behind in Cairo
17079	2015-02-04	Two teens shot at Maryland high school: police
17080	2015-02-04	Death toll rises to 31 in Taiwan plane crash; 12 missing
17081	2015-02-04	After Metro-North Train Crash, Investigators Piece Through 'Utter Chaos'
17082	2015-02-04	The New Democratic Obstructionists
17083	2015-02-04	Two teens shot outside Frederick High School during basketball game
17084	2015-02-04	Exits of Dan Pfeiffer, Jennifer Palmieri further shrink Obama's small circle
17085	2015-02-04	Anthem, Major Health Insurer, Suffers Hack Attack
17086	2015-02-04	Talking to Vaccine Resisters
17087	2015-02-04	Taiwanese authorities order checks on ATR planes after crash
17088	2015-02-04	2 teens shot at Maryland high school
17089	2015-02-04	In Detroit, Jeb Bush promises to restore American Dream
17090	2015-02-04	Bobbi Kristina's outlook worsens
17091	2015-02-04	Jordan executes convicted jihadists after pilot's death
17092	2015-02-04	Health insurer Anthem hit by hackers; millions of records breached
17093	2015-02-04	Taiwan plane crash: Search operation continues for TransAsia Airways, pilot hailed a hero
17094	2015-02-04	Plane Crashes Into Lubbock TV Tower « CBS Dallas / Fort Worth
17095	2015-02-04	Claims Against Saudis Cast New Light on Secret Pages of 9/11 Report
17096	2015-02-04	California politicians urge repeal of 'opt-out' provision of vaccination law
17097	2015-02-04	Till we run 'out of fuel and bullets': Jordan's king vows to crush ISIS
17098	2015-02-04	Friends and Colleagues Remember Lives Lost in the Metro-North Crash
17099	2015-02-04	Massive breach at health care company Anthem Inc.
17100	2015-02-04	Hannah Davis lands 'Sports Illustrated' swimsuit edition cover
17101	2015-02-05	Behavior of SUV driver in deadly New York commuter train crash under scrutiny
17102	2015-02-05	Hackers Breached Data of Millions, Insurer Says
17103	2015-02-05	Death Toll in Taiwan Plane Crash Climbs to 31
17104	2015-02-05	Top Obama adviser Dan Pfeiffer to step down: White House
17105	2015-02-05	Small plane crashes into Texas TV tower, pilot killed
17106	2015-02-05	2 teens shot at Maryland high school
17107	2015-02-05	Train victim Ellen Brody fondly remembered by friends
17108	2015-02-05	In campaign-style speech, Jeb Bush blasts Obama's economy
17109	2015-02-05	"Jordanian king vows ""relentless"" war on Islamic State's own ground"
17110	2015-02-05	Health insurer Anthem hacked; personal data exposed
17111	2015-02-05	TransAsia Crash Death Toll Reaches 32, 11 Passengers Still Missing
17112	2015-02-05	One person dead after plane crashes into Texas TV tower
17113	2015-02-05	Measles outbreak revives vaccination debate
17114	2015-02-05	FCC chairman proposes regulating Internet
17115	2015-02-05	Investigators Probing Why Metro-North Crash Was Deadly for Passengers
17116	2015-02-05	Jordan Considers Expanding Role in Coalition to Hit Islamic State in Iraq
17117	2015-02-05	New 9/11 attacks allegation surfaces
17118	2015-02-05	Jersey shore town aims to get last 2 Sandy families home
17119	2015-02-05	Why Mississippi hasn't had measles in over two decades
17120	2015-02-05	FCC chief proposes a more regulated Net
17121	2015-02-05	Jordan Weighs Its Options for Further Retaliation Against ISIS
17122	2015-02-05	China media: Taiwan plane crash
17123	2015-02-05	US health insurer Anthem hit by massive cybersecurity breach
17124	2015-02-05	2 students hurt in shooting outside of Maryland high school
17125	2015-02-05	In wake of Disney measles outbreak, California vaccination rules could get tougher
17126	2015-02-05	Jordanian king vows 'relentless' war on Islamic State's own ground
17127	2015-02-05	Few answers as NY train crash probe begins
17128	2015-02-05	"Taiwan plane survivors ""changed seats before take-off"""
17129	2015-02-05	2 students wounded in shooting outside Maryland high school
17130	2015-02-05	Ohio Has Second-Lowest Measles Vaccination Rate in the U.S.
17131	2015-02-05	Jeb on his presidential father and brother
17132	2015-02-05	FCC chief proposes a more regulated Net
17133	2015-02-05	Watch Jimmy Fallon unveil the new Sports Illustrated Swimsuit Edition cover
17134	2015-02-05	Jordan's king vows 'harsh' war against Islamic State group
17135	2015-02-05	Survivors Recall Chaos Onboard Metro-North Train
17136	2015-02-05	UPDATE 3-US health insurer Anthem hit by massive cybersecurity breach
17137	2015-02-05	Screening for jurors in Chris Kyle slaying trial to start
17138	2015-02-05	News Guide: Net neutrality and what it could mean to you
17139	2015-02-05	Jeter gal pal Hannah Davis lands SI Swimsuit edition cover
17140	2015-02-05	TransAsia Pilot Hailed as Hero for Dodging Buildings Before Crash
17141	2015-02-05	Deadly NYC Commuter Train-SUV Collision Investigation Underway Video
17142	2015-02-05	Jury Selection to Begin for 'American Sniper' Murder Trial
17143	2015-02-05	Australian wins race up Empire State Building in 12 minutes
17144	2015-02-05	News Guide: Net neutrality and what it could mean to you
17145	2015-02-05	Amid 'Mockingbird' sequel buzz, worry about Lee's wishes
17146	2015-02-05	Islamic State's burning of Jordanian pilot draws Arab condemnation
17147	2015-02-05	New York Train Collision Investigation 'Will Take One Year'
17148	2015-02-05	China Releases Canadian Woman Detained on Spying Suspicions
17149	2015-02-05	Juror Screening to Begin for 'American Sniper' Murder Trial
17150	2015-02-05	News Guide: Net neutrality and what it could mean to you
17151	2015-02-05	Australian wins race up Empire State Building in 12 minutes
17152	2015-02-05	Hannah Davis Graces the Cover of Sports Illustrated's Swimsuit Issue
17153	2015-02-05	Shocked Jordanians rally behind king, against ISIS after video of pilot's killing
17154	2015-02-05	Taiwan Plane Crash: Rescuers Race to Recover Bodies, Wreckage
17155	2015-02-05	2 students hurt in shooting outside Maryland high school
17156	2015-02-05	Millions likely affected by data breach of health insurer
17157	2015-02-05	Kerry in Kiev amid calls to arm Ukraine
17158	2015-02-05	News Guide: Net neutrality and what it could mean to you
17159	2015-02-05	Jeter's girlfriend, Hannah Davis scores Sports Illustrated swimsuit issue cover
17160	2015-02-05	Health insurer Anthem hacked; data on millions of patients, employees exposed
17161	2015-02-05	Kerry travels to Ukraine as US weighs sending arms
17162	2015-02-05	Jeb Bush: Conservatives care about cities
17163	2015-02-05	#BrianWilliamsMemories: Remembering the good ol' days that never were
17164	2015-02-05	Anthem Hacked in 'Sophisticated' Attack on Customer Data
17165	2015-02-05	UPDATE 5-Taiwan pilot hailed a hero for pulling plane clear of buildings
17166	2015-02-05	Kerry Visits Ukraine Amid Arms Plea as NATO Sees Violence Worsen
17167	2015-02-05	Bourne Police Officer Shot, Suspect Taken Into Custody
17168	2015-02-05	French, German Leaders Head to Ukraine With Peace Initiative
17169	2015-02-05	After Shooting Incident, FCPS Says 'We Won't Let This Incident Define Frederick ...
17170	2015-02-05	Obamacare for the Internet? GOP evolves on net neutrality
17171	2015-02-05	John Kerry Visits Kiev, Pledges $16.4M in Aid Amid Calls to Arm Ukraine
17172	2015-02-05	'Daesh shows it is more violent than people imagined'
17173	2015-02-05	Health insurer Anthem hit by massive cybersecurity breach
17174	2015-02-05	Massachusetts police officer shot; suspect in custody
17175	2015-02-05	Taiwan Crash Pilot Hailed As a Hero
17176	2015-02-05	2 students hurt in shooting outside Maryland high school
17177	2015-02-05	Eddie Ray Routh trial: Jury selection starts for Chris Kyle murder suspect
17178	2015-02-05	Exits of Dan Pfeiffer, Jennifer Palmieri further shrink Obama's small circle
17179	2015-02-05	Blow to anti-Isil coalition as United Arab Emirates stops air strikes
17180	2015-02-05	Pfizer buys Hospira for $15.2B
17181	2015-02-05	Metro-North Trains Resume in New York Suburbs as Feds Probe Deadly Crash
17182	2015-02-05	TransAsia crash: Survivors' stories
17183	2015-02-05	Texas jury selection to start for man charged with killing sniper Kyle
17184	2015-02-05	For Google, new FCC rules may bring unfamiliar government oversight
17185	2015-02-05	Pfizer to Buy Hospira for $15 Billion as Drug Maker Looks to Expand Revenues
17186	2015-02-05	Rail Crossing Accidents Decline Nationwide, but Less So in New York Region
17187	2015-02-05	'American Sniper' fame weighs on trial of accused killer
17188	2015-02-05	Woman dead, Massachusetts police officer shot
17189	2015-02-05	Boko Haram: Terrorists kill 100 in Cameroon
17190	2015-02-05	Ukraine crisis: Angela Merkel and Francois Hollande to fly to Russia
17191	2015-02-05	Sources: Jordan avenges pilot's execution, strikes ISIS targets in Syria
17192	2015-02-05	Impact of TransAsia Plane Crash on Taiwan Tourism Likely Limited
17193	2015-02-05	UPDATE 2-Pfizer to buy Hospira for $15 bln to boost copycat drug business
17194	2015-02-05	Sports Illustrated Swimsuit Edition features plus-size model
17195	2015-02-05	For Google, new FCC rules may bring unfamiliar government oversight
17196	2015-02-05	Anthem Hacked, Millions Of Records Likely Stolen
17197	2015-02-05	Islamic State resorts to shock tactics in wake of defeats
17198	2015-02-05	Pfizer to buy Lake Forest-based Hospira for $15.23 billion
17199	2015-02-05	Landing Sports Illustrated's swimsuit cover was a 'lifelong dream' for model Hannah Davis
17200	2015-02-05	Investigators Want to Know Why Woman Drove Onto Tracks
17201	2015-02-05	Iraq premier lifts decade-old Baghdad curfew
17202	2015-02-05	Bourne Police Officer Shot, Woman Dead In 'Ambush'
17203	2015-02-05	Can Jeb Bush Deliver 4 Percent Economic Growth?
17204	2015-02-05	Millions of Anthem customers alerted to hack
17205	2015-02-05	Iraq PM orders end to years-old Baghdad curfew
17206	2015-02-05	TransAsia pilot cried 'mayday' as he avoided buildings
17207	2015-02-05	Woman killed, officer wounded in Bourne shooting
17208	2015-02-05	Jury Selection Begins For Chris Kyle Murder Trial
17209	2015-02-05	After vow of vengeance, Jordan launches airstrikes on Islamic State
17210	2015-02-05	Iraqi Premier Lifts Baghdad Curfew
17211	2015-02-05	Pilot of crashed plane hailed as hero for avoiding buildings
17212	2015-02-05	Ukraine peace plan proposed amid pressure for lethal aid
17213	2015-02-05	Obama, Dalai Lama share greetings at prayer event
17214	2015-02-05	Hannah Davis, Girlfriend Of Derek Jeter, On Cover Of SI Swimsuit Issue « CBS New York
17215	2015-02-05	This chart shows that it's the perfect time for a Bush family renaissance
17216	2015-02-05	Woman killed, officer wounded in Bourne shooting
17217	2015-02-05	Hackers Access Records for Millions of Anthem Customers « CBS St. Louis
17218	2015-02-05	TransAsia plane crash survivor, 72, describes moment plane went down and how he rescued drowning passengers
17219	2015-02-05	Obama Praises 'Good Friend' Dalai Lama, Despite Chinese Objections
17220	2015-02-05	Sports Illustrated Swimsuit Issue cover revealed
17221	2015-02-05	Pfizer to buy Hospira for $15 billion to boost copycat drug business
17222	2015-02-05	Baghdad Curfew to End After 10 Years: Iraqi PM Haider al-Abadi
17223	2015-02-05	​Bobbi Kristina Brown's family reportedly gathers to say goodbye
17224	2015-02-05	Anthem Blue Cross hack: What you need to know about the health insurer's personal information breach
17225	2015-02-05	"At prayer breakfast, Obama condemns use of religion as ""a weapon"""
17226	2015-02-05	Kerry urges Russia: End aid to Ukraine rebels and join effort to halt 'bloodshed'
17227	2015-02-05	TransAsia Plane Crash Survivor Recounts Tragic Accident Video
17228	2015-02-05	Pope Francis to address Congress
17229	2015-02-05	California Lawmakers Seek To End 'Personal Belief' Exemption For Vaccinations
17230	2015-02-05	Western Leaders Scramble to Calm Conflict in Ukraine
17231	2015-02-05	Islamic State: Mid-East press urges Islamic discourse reform
17232	2015-02-05	Pope Francis to speak before US Congress on Sept. 24, will be first pontiff to do so
17233	2015-02-05	Meet the First Plus-Size Model in Sports Illustrated Swimsuit Edition History
17234	2015-02-05	UPDATE 2-Obama, at prayer event, calls Dalai Lama 'good friend'
17235	2015-02-05	"Dispatcher tells teen in fatal crash to ""stop whining"" in 911 call"
17236	2015-02-05	California Lawmakers Aim to Limit Vaccine Exemptions
17237	2015-02-05	US Joins Europe in Efforts to End Fighting in Ukraine
17238	2015-02-05	Anthem Breach: What Should I Do Right Now?
17239	2015-02-05	Obama warns of those who use religion to wage war
17240	2015-02-05	As public cries for vengeance, Jordan talks of wider intervention in Syria
17241	2015-02-05	Hannah Davis and her descending bikini land 2015 SI swimsuit cover
17242	2015-02-05	Pope Francis to Address Congress on Sept. 24, John Boehner Announces
17243	2015-02-05	911 dispatcher tells caller 'stop whining' after fatal Maryland accident
17244	2015-02-05	Bobby Brown, family gather to say goodbye to Bobbi Kristina
17245	2015-02-05	Putin, Merkel, Hollande to meet over Ukraine
17246	2015-02-05	Jordan's air force fly over home town of pilot Moaz al-Kasasbeh murdered by ISIS
17247	2015-02-05	String theory: Talking to kids about magazine swimsuit issues
17248	2015-02-05	Landmark Speech for Pope Francis to Congress in September
17249	2015-02-05	911 operator told teen to stop whining after fatalality
17250	2015-02-05	Jury Selection Begins for Man Who Shot Chris Kyle
17251	2015-02-05	Obama sends the Dalai Lama a namaste at prayer meet
17252	2015-02-05	String theory: Talking to kids about Sports Ilustrated swimsuit issues
17253	2015-02-05	Shooting reported at University of South Carolina
17254	2015-02-05	Kerry: US Won't 'Close Eyes' to Russian Aggression in Ukraine
17255	2015-02-05	Measles Hits Illinois Daycare Center: 5 Infants Infected
17256	2015-02-05	A Deal That Could Reverse Pfizer's History of Value-Destroying Acquisitions
17257	2015-02-05	What will Putin do if US arms Ukraine?
17258	2015-02-05	Jordan warplanes attack in 'harsh' revenge on ISIS
17259	2015-02-05	Plus-size models give SI's swimsuit edition more curves
17260	2015-02-05	Jeb Bush Addresses 2016 And His Family Name
17261	2015-02-05	Anthem fined $1.7 million in 2010 breach
17262	2015-02-05	Five Infants From Palatine Daycare Center Diagnosed With Measles « CBS Chicago
17263	2015-02-05	Europe leaders to propose Ukraine peace plan
17264	2015-02-05	Jordan strikes back at ISIS after pilot's killing
17265	2015-02-05	NATO set to increase size of response force
17266	2015-02-05	Will Republicans Stop Beating Around the Bush? -- NYMag
17267	2015-02-05	Barack Obama lauds 'good friend' Dalai Lama
17268	2015-02-05	Ukraine conflict: Why US arms could lead to 'serious trouble'
17269	2015-02-05	Hannah Davis lands Sports Illustrated swimsuit edition cover
17270	2015-02-05	Anthem Hack: Credit Monitoring Won't Catch Medical Identity Theft
17271	2015-02-05	Poverty a threat to stability in Jordan, fueling militancy
17272	2015-02-05	5 Children at Illinois Day Care Diagnosed With Measles
17273	2015-02-05	Trial begins man accused of killing of American Sniper
17274	2015-02-05	Pope Francis to address joint session of Congress Sept. 24
17275	2015-02-05	Senators call for lethal aid to Ukraine
17276	2015-02-05	At prayer breakfast, Obama condemns those who seek to 'hijack religion'
17277	2015-02-05	Here's the REAL first 'Sports Illustrated' plus-size model
17278	2015-02-05	Anthem data breach: How to protect yourself
17279	2015-02-05	Five Babies Infected in Chicago-Area Measles Cluster
17280	2015-02-05	Pope Francis Will Host Google+ Hangout for Kids Around the World
17281	2015-02-05	Q & A: Why you should, and shouldn't, worry about measles
17282	2015-02-05	Calls grow to arm Ukraine, as European leaders scramble for last-ditch peace plan
17283	2015-02-05	Islamic State warned they will be pummelled until America and Jordan run out of weapons
17284	2015-02-05	Pope: 'Inhuman' Conditions for Migrants on US-Mexico Border
17285	2015-02-05	SLED: USC shooting was murder-suicide
17286	2015-02-05	Investigators suspect China may be responsible for hack of Anthem
17287	2015-02-05	Screening for jurors in 'American Sniper' slaying starts
17288	2015-02-05	Relatives of the victims in a commercial plane crash pray over the wreckage ...
17289	2015-02-05	Female jihadists offer guide for life for ISIL women
17290	2015-02-05	RadioShack Files for Chapter 11 Bankruptcy After Years of Losses
17291	2015-02-05	University of South Carolina shooting was apparent murder-suicide
17292	2015-02-05	Will 'American Sniper' Ruin Chris Kyle's Alleged Killer's Chance Of A Fair Trial?
17293	2015-02-05	Anthem hack may push healthcare to boost security
17294	2015-02-05	Pope Francis to address US Congress this fall
17295	2015-02-05	Piers Morgan compares ISIS to Nazis after watching video of Jordanian pilot burned alive
17296	2015-02-05	Officials: As many as 15 infants affected by Palatine measles outbreak
17297	2015-02-05	Police: 2 dead in murder-suicide at University of SC
17298	2015-02-05	Judge: Seeing 'American Sniper' may not disqualify potential jurors
17299	2015-02-05	TransAsia pilots hailed as heroes after narrowly avoiding buildings
17300	2015-02-05	States investigate massive breach at health insurer Anthem
17301	2015-02-05	RadioShack Files for Bankruptcy With Sprint Waiting in Wings
