	rank	word	text	happs	stdDev
1355	1356	scholar	scholar	6.48	1.1292
1356	1357	screenplay	screenplay	6.48	1.2329
1357	1358	shopper	shopper	6.48	1.4462
1358	1359	sings	sings	6.48	1.787
1359	1360	soft	soft	6.48	1.2162
1360	1361	starbucks	starbucks	6.48	1.6932
1361	1362	story	story	6.48	1.3438
1362	1363	supporting	supporting	6.48	0.9739
1363	1364	video	video	6.48	1.111
1364	1365	instrumental	instrumental	6.48	1.0104
1365	1366	backyard	backyard	6.47	1.6721
1366	1367	drums	drums	6.47	1.5825
1367	1368	virtue	virtue	6.47	1.769
1368	1369	activities	activities	6.46	1.2157
1369	1370	athletic	athletic	6.46	1.5147
1370	1371	clothes	clothes	6.46	1.2324
1371	1372	cultivated	cultivated	6.46	1.3584
1372	1373	forever	forever	6.46	1.4598
1373	1374	goods	goods	6.46	1.1466
1374	1375	grass	grass	6.46	1.3881
1375	1376	higher	higher	6.46	1.2157
1376	1377	literary	literary	6.46	1.3584
1377	1378	london	london	6.46	1.6315
1378	1379	memory	memory	6.46	1.2811
1379	1380	mint	mint	6.46	1.3126
1380	1381	nephews	nephews	6.46	1.7867
1381	1382	prime	prime	6.46	1.2811
1382	1383	prospect	prospect	6.46	1.5012
1383	1384	reception	reception	6.46	1.1287
1384	1385	recommended	recommended	6.46	1.0343
1385	1386	research	research	6.46	1.0919
1386	1387	resource	resource	6.46	1.5147
1387	1388	resources	resources	6.46	1.1466
1388	1389	riverside	riverside	6.46	1.7049
1389	1390	rocking	rocking	6.46	1.4737
1390	1391	scored	scored	6.46	1.6439
1391	1392	talking	talking	6.46	1.2324
1392	1393	believer	believer	6.46	1.5431
1393	1394	functioning	functioning	6.46	1.237
1394	1395	poets	poets	6.46	1.6497
1395	1396	boats	boats	6.45	1.2427
1396	1397	remedy	remedy	6.45	1.5419
1397	1398	tender	tender	6.45	1.7207
1398	1399	aaah	aaah	6.44	1.6922
1399	1400	beatles	beatles	6.44	2.3313
1400	1401	chance	chance	6.44	1.4165
1401	1402	coast	coast	6.44	1.3874
1402	1403	draw	draw	6.44	1.402
1403	1404	earth	earth	6.44	1.8201
1404	1405	eats	eats	6.44	1.6433
1405	1406	effectively	effectively	6.44	1.6056
1406	1407	familiar	familiar	6.44	1.2643
1407	1408	fast	fast	6.44	1.2316
1408	1409	forgive	forgive	6.44	1.2803
1409	1410	gained	gained	6.44	1.5928
1410	1411	graphics	graphics	6.44	1.248
1411	1412	improve	improve	6.44	1.5005
1412	1413	increases	increases	6.44	1.6056
1413	1414	infinite	infinite	6.44	1.5005
1414	1415	languages	languages	6.44	1.3577
1415	1416	likely	likely	6.44	1.2149
1416	1417	nap	nap	6.44	1.9183
1417	1418	philosophy	philosophy	6.44	1.3118
1418	1419	phone	phone	6.44	1.4309
1419	1420	prince	prince	6.44	1.3426
1420	1421	princes	princes	6.44	1.5928
1421	1422	professional	professional	6.44	1.1634
1422	1423	revival	revival	6.44	1.0333
1423	1424	rice	rice	6.44	1.6801
1424	1425	rides	rides	6.44	1.3426
1425	1426	satisfactory	satisfactory	6.44	1.6056
1426	1427	scientific	scientific	6.44	1.5274
1427	1428	scoring	scoring	6.44	1.248
1428	1429	sis	sis	6.44	1.3118
1429	1430	soccer	soccer	6.44	1.5407
1430	1431	supermarkets	supermarkets	6.44	1.445
1431	1432	support	support	6.44	1.4309
1432	1433	teachers	teachers	6.44	1.2961
1433	1434	teaching	teaching	6.44	1.198
1434	1435	wage	wage	6.44	1.2961
1435	1436	whale	whale	6.44	1.567
1436	1437	wink	wink	6.44	1.1457
1437	1438	wit	wit	6.44	1.514
1438	1439	accept	accept	6.42	1.0708
1439	1440	assist	assist	6.42	1.295
1440	1441	band	band	6.42	1.553
1441	1442	chat	chat	6.42	1.1796
1442	1443	composer	composer	6.42	1.401
1443	1444	contribution	contribution	6.42	1.4859
1444	1445	cousin	cousin	6.42	1.1265
1445	1446	curves	curves	6.42	1.2304
1446	1447	dates	dates	6.42	1.295
1447	1448	delivered	delivered	6.42	1.1968
1448	1449	environmental	environmental	6.42	1.401
1449	1450	evening	evening	6.42	1.2137
1450	1451	feed	feed	6.42	1.1968
1451	1452	fest	fest	6.42	1.4441
1452	1453	gaming	gaming	6.42	1.8745
1453	1454	india	india	6.42	1.9804
1454	1455	interests	interests	6.42	1.7738
1455	1456	jazz	jazz	6.42	1.4581
1456	1457	novelist	novelist	6.42	1.7272
1457	1458	panties	panties	6.42	1.9388
1458	1459	partnership	partnership	6.42	1.4441
1459	1460	party's	party's	6.42	1.6299
1460	1461	portrait	portrait	6.42	1.3716
1461	1462	remember	remember	6.42	1.4859
1462	1463	residence	residence	6.42	1.2631
1463	1464	shore	shore	6.42	1.6174
1464	1465	simply	simply	6.42	1.3566
1465	1466	stream	stream	6.42	1.4995
1466	1467	traveled	traveled	6.42	1.3864
1467	1468	wine	wine	6.42	2.1198
1468	1469	wondered	wondered	6.42	1.2792
1469	1470	farming	farming	6.42	1.5275
1470	1471	hats	hats	6.41	1.3216
1471	1472	hearted	hearted	6.41	1.3832
1472	1473	1980s	1980s	6.4	1.8952
1473	1474	actress	actress	6.4	1.7261
1474	1475	adopt	adopt	6.4	1.4708
1475	1476	altogether	altogether	6.4	1.3702
1476	1477	architecture	architecture	6.4	1.4708
1477	1478	australia	australia	6.4	1.5908
1478	1479	baked	baked	6.4	1.8844
1479	1480	buying	buying	6.4	1.2936
1480	1481	ceremony	ceremony	6.4	1.5649
1481	1482	charity	charity	6.4	1.906
1482	1483	chicken	chicken	6.4	1.6288
1483	1484	chorus	chorus	6.4	1.2617
1484	1485	consciousness	consciousness	6.4	1.4846
1485	1486	cultivation	cultivation	6.4	1.1952
1486	1487	dating	dating	6.4	1.4846
1487	1488	deserve	deserve	6.4	1.3553
1488	1489	destination	destination	6.4	1.4286
1489	1490	documentary	documentary	6.4	1.178
1490	1491	drawings	drawings	6.4	1.5119
1491	1492	educational	educational	6.4	1.4846
1492	1493	electronic	electronic	6.4	1.3248
1493	1494	equally	equally	6.4	1.5518
1494	1495	europe	europe	6.4	1.7613
1495	1496	floating	floating	6.4	1.6162
1496	1497	futures	futures	6.4	1.4286
1497	1498	gain	gain	6.4	1.5386
1498	1499	generations	generations	6.4	1.3553
1499	1500	gmail	gmail	6.4	1.5908
1500	1501	hills	hills	6.4	1.4142
1501	1502	increasing	increasing	6.4	1.2936
1502	1503	kidding	kidding	6.4	1.3702
1503	1504	launch	launch	6.4	1.2936
1504	1505	light	light	6.4	1.5119
1505	1506	mountain	mountain	6.4	1.7143
1506	1507	participate	participate	6.4	1.2617
1507	1508	pics	pics	6.4	1.3553
1508	1509	playin	playin	6.4	1.807
1509	1510	poetry	poetry	6.4	1.906
1510	1511	possibility	possibility	6.4	1.2454
1511	1512	provide	provide	6.4	1.088
1512	1513	resolved	resolved	6.4	1.4708
1513	1514	shores	shores	6.4	1.6162
1514	1515	studies	studies	6.4	1.3702
1515	1516	summer	summer	6.4	2.3905
1516	1517	tennis	tennis	6.4	1.4142
1517	1518	touch	touch	6.4	1.2778
1518	1519	touched	touched	6.4	1.2289
1519	1520	tradition	tradition	6.4	1.6162
1520	1521	twins	twins	6.4	1.6537
1521	1522	visits	visits	6.4	1.2936
1522	1523	wages	wages	6.4	1.3401
1523	1524	waves	waves	6.4	1.3997
1524	1525	willing	willing	6.4	1.0302
1525	1526	younger	younger	6.4	1.4983
1526	1527	exercised	exercised	6.39	1.5848
1527	1528	enabled	enabled	6.39	1.3817
1528	1529	greeks	greeks	6.39	1.2216
1529	1530	purely	purely	6.39	1.4835
1530	1531	seeds	seeds	6.39	1.4974
1531	1532	sixteen	sixteen	6.39	1.4835
1532	1533	softly	softly	6.39	1.525
1533	1534	cradle	cradle	6.38	1.6091
1534	1535	80's	80's	6.38	1.713
1535	1536	americas	americas	6.38	1.0859
1536	1537	arose	arose	6.38	1.2103
1537	1538	bigger	bigger	6.38	1.3981
1538	1539	boyfriend	boyfriend	6.38	1.7248
1539	1540	breath	breath	6.38	1.5765
1540	1541	committed	committed	6.38	1.4126
1541	1542	contributing	contributing	6.38	1.4831
1542	1543	craft	craft	6.38	1.5765
1543	1544	designers	designers	6.38	1.4831
1544	1545	development	development	6.38	1.4968
1545	1546	distinction	distinction	6.38	1.2436
1546	1547	faster	faster	6.38	1.3536
1547	1548	functional	functional	6.38	1.1229
1548	1549	giveaway	giveaway	6.38	1.783
1549	1550	increased	increased	6.38	1.4693
1550	1551	lamb	lamb	6.38	1.2599
1551	1552	leader	leader	6.38	1.3384
1552	1553	lottery	lottery	6.38	2.1275
1553	1554	maximum	maximum	6.38	1.5238
1554	1555	meet	meet	6.38	1.2599
1555	1556	neighborhood	neighborhood	6.38	1.2919
1556	1557	ownership	ownership	6.38	1.4126
1557	1558	painter	painter	6.38	1.0476
1558	1559	played	played	6.38	1.427
1559	1560	preserve	preserve	6.38	1.4968
1560	1561	purchased	purchased	6.38	1.2271
1561	1562	queens	queens	6.38	1.6646
1562	1563	reasonable	reasonable	6.38	0.8303
1563	1564	revenues	revenues	6.38	1.4968
1564	1565	rocket	rocket	6.38	1.7366
1565	1566	sails	sails	6.38	1.3834
1566	1567	saves	saves	6.38	1.5238
1567	1568	score	score	6.38	1.0859
1568	1569	seeing	seeing	6.38	1.3076
1569	1570	silver	silver	6.38	1.9048
1570	1571	skills	skills	6.38	1.5504
1571	1572	sung	sung	6.38	1.2436
1572	1573	tasted	tasted	6.38	1.3231
1573	1574	tastes	tastes	6.38	1.76
1574	1575	thinks	thinks	6.38	1.2271
1575	1576	thought	thought	6.38	1.3384
1576	1577	touches	touches	6.38	1.2599
1577	1578	we	we	6.38	1.3076
1578	1579	agricultural	agricultural	6.38	1.4468
1579	1580	belle	belle	6.37	1.537
1580	1581	explore	explore	6.37	1.3338
1581	1582	sketch	sketch	6.37	1.5233
1582	1583	voluntary	voluntary	6.37	1.2365
1583	1584	acquire	acquire	6.36	1.3211
1584	1585	april	april	6.36	1.5221
1585	1586	architect	architect	6.36	1.1386
1586	1587	broadway	broadway	6.36	1.3516
1587	1588	calm	calm	6.36	1.6005
1588	1589	climbed	climbed	6.36	1.3962
1589	1590	colleagues	colleagues	6.36	1.5748
1590	1591	curious	curious	6.36	1.2739
1591	1592	definite	definite	6.36	1.4675
1592	1593	democracy	democracy	6.36	1.7233
1593	1594	deposit	deposit	6.36	1.4813
1594	1595	developed	developed	6.36	1.4813
1595	1596	distinguished	distinguished	6.36	1.4251
1596	1597	dressed	dressed	6.36	1.1205
1597	1598	drink	drink	6.36	1.77
1598	1599	employment	employment	6.36	1.7815
1599	1600	farms	farms	6.36	1.5086
1600	1601	fashion	fashion	6.36	1.8043
1601	1602	gravy	gravy	6.36	1.7815
1602	1603	guiding	guiding	6.36	1.1021
1603	1604	imagined	imagined	6.36	1.495
1604	1605	innocent	innocent	6.36	1.3815
1605	1606	instantly	instantly	6.36	1.0645
1606	1607	interest	interest	6.36	1.5354
1607	1608	justified	justified	6.36	1.2081
1608	1609	logical	logical	6.36	1.3962
1609	1610	mail	mail	6.36	1.6874
1610	1611	maintained	maintained	6.36	1.4394
1611	1612	mario	mario	6.36	1.4394
1612	1613	mobile	mobile	6.36	1.2081
1613	1614	mp3	mp3	6.36	1.5086
1614	1615	obtained	obtained	6.36	1.2081
1615	1616	original	original	6.36	1.4394
1616	1617	patience	patience	6.36	1.663
1617	1618	performed	performed	6.36	1.4675
1618	1619	please	please	6.36	1.6753
1619	1620	prayed	prayed	6.36	1.663
1620	1621	rain	rain	6.36	1.9141
1621	1622	rational	rational	6.36	1.4107
1622	1623	relation	relation	6.36	1.1563
1623	1624	rings	rings	6.36	1.6995
1624	1625	rise	rise	6.36	1.5618
1625	1626	rudolph	rudolph	6.36	1.6132
1626	1627	teacher	teacher	6.36	1.5354
1627	1628	technologies	technologies	6.36	1.6874
1628	1629	value	value	6.36	1.2415
1629	1630	vegas	vegas	6.36	1.793
1630	1631	volunteer	volunteer	6.36	1.3815
1631	1632	wifi	wifi	6.36	1.5221
1632	1633	revealed	revealed	6.35	1.5087
1633	1634	branches	branches	6.35	1.1998
1634	1635	existed	existed	6.35	1.4369
1635	1636	spotlight	spotlight	6.35	1.3401
1636	1637	bread	bread	6.34	1.7567
1637	1638	castle	castle	6.34	1.7096
1638	1639	cheddar	cheddar	6.34	1.7096
1639	1640	clouds	clouds	6.34	1.9755
1640	1641	clubs	clubs	6.34	1.4654
1641	1642	colleges	colleges	6.34	1.2715
1642	1643	completely	completely	6.34	1.3032
1643	1644	connected	connected	6.34	0.9817
1644	1645	december	december	6.34	1.8473
1645	1646	dew	dew	6.34	1.4086
1646	1647	employ	employ	6.34	1.423
1647	1648	exists	exists	6.34	1.3494
1648	1649	expedition	expedition	6.34	1.2224
1649	1650	experience	experience	6.34	1.2056
1650	1651	farmers	farmers	6.34	1.1886
1651	1652	firefox	firefox	6.34	1.2715
1652	1653	football	football	6.34	2.0062
1653	1654	grant	grant	6.34	1.7215
1654	1655	hiring	hiring	6.34	1.8026
1655	1656	hollywood	hollywood	6.34	1.7215
1656	1657	house	house	6.34	1.6239
1657	1658	illustrated	illustrated	6.34	1.0806
1658	1659	images	images	6.34	1.2224
1659	1660	jeans	jeans	6.34	1.891
1660	1661	largest	largest	6.34	1.3793
1661	1662	linguistic	linguistic	6.34	1.394
1662	1663	lord	lord	6.34	1.8251
1663	1664	purchase	purchase	6.34	1.0224
1664	1665	received	received	6.34	1.1537
1665	1666	released	released	6.34	1.5201
1666	1667	saint	saint	6.34	1.8026
1667	1668	scientists	scientists	6.34	1.4654
1668	1669	september	september	6.34	1.4086
1669	1670	soon	soon	6.34	0.8947
1670	1671	soul	soul	6.34	1.6734
1671	1672	soundtrack	soundtrack	6.34	1.7096
1672	1673	studio	studio	6.34	1.3644
1673	1674	tickets	tickets	6.34	1.2554
1674	1675	wave	wave	6.34	1.1537
1675	1676	continuity	continuity	6.33	1.6252
1676	1677	equilibrium	equilibrium	6.33	1.5192
1677	1678	activity	activity	6.32	0.9988
1678	1679	agreement	agreement	6.32	1.2196
1679	1680	amor	amor	6.32	1.6591
1680	1681	arrival	arrival	6.32	1.0774
1681	1682	arrive	arrive	6.32	0.8437
1682	1683	asian	asian	6.32	1.4907
1683	1684	bbq	bbq	6.32	1.5576
1684	1685	bedtime	bedtime	6.32	1.5964
1685	1686	berry	berry	6.32	1.3768
1686	1687	brunch	brunch	6.32	1.2848
1687	1688	commitment	commitment	6.32	1.4348
1688	1689	date	date	6.32	1.6092
1689	1690	deal	deal	6.32	1.0774
1690	1691	democratic	democratic	6.32	1.6591
1691	1692	design	design	6.32	1.1328
1692	1693	designer	designer	6.32	1.6343
1693	1694	devotion	devotion	6.32	2.0941
1694	1695	experiences	experiences	6.32	1.0774
1695	1696	fly	fly	6.32	1.3005
1696	1697	foxy	foxy	6.32	1.9424
1697	1698	france	france	6.32	1.3768
1698	1699	handy	handy	6.32	1.1683
1699	1700	importance	importance	6.32	1.1328
1700	1701	important	important	6.32	1.3316
1701	1702	jamaica	jamaica	6.32	1.7076
1702	1703	jobs	jobs	6.32	1.7431
1703	1704	june	june	6.32	1.3915
1704	1705	kin	kin	6.32	1.5043
1705	1706	lights	lights	6.32	1.4061
1706	1707	mornings	mornings	6.32	2.2264
1707	1708	newspaper	newspaper	6.32	1.3468
1708	1709	offering	offering	6.32	1.6468
1709	1710	organic	organic	6.32	1.6343
1710	1711	parade	parade	6.32	1.9319
1711	1712	pink	pink	6.32	1.2027
1712	1713	published	published	6.32	1.3161
1713	1714	reader	reader	6.32	1.1856
1714	1715	remembered	remembered	6.32	1.7893
1715	1716	resolve	resolve	6.32	1.1683
1716	1717	ring	ring	6.32	1.6835
1717	1718	rofl	rofl	6.32	1.8344
1718	1719	selected	selected	6.32	1.1683
1719	1720	snow	snow	6.32	2.1801
1720	1721	streams	streams	6.32	1.5312
1721	1722	sufficient	sufficient	6.32	1.2526
1722	1723	sufficiently	sufficiently	6.32	1.2196
1723	1724	sure	sure	6.32	1.4907
1724	1725	universal	universal	6.32	1.4907
1725	1726	unlocked	unlocked	6.32	1.3768
1726	1727	visitors	visitors	6.32	1.6956
1727	1728	waters	waters	6.32	1.1507
1728	1729	women's	women's	6.32	1.4348
1729	1730	worship	worship	6.32	1.4769
1730	1731	writers	writers	6.32	1.2688
1731	1732	assembled	assembled	6.31	1.3862
1732	1733	chickens	chickens	6.31	1.4166
1733	1734	wheat	wheat	6.31	1.3862
1734	1735	connections	connections	6.31	1.2111
1735	1736	scent	scent	6.31	1.2451
1736	1737	volumes	volumes	6.31	1.2943
1737	1738	whistle	whistle	6.31	1.4024
1738	1739	absolutely	absolutely	6.3	1.4178
1739	1740	atmosphere	atmosphere	6.3	1.1995
1740	1741	belongs	belongs	6.3	1.1473
1741	1742	bought	bought	6.3	1.233
1742	1743	chess	chess	6.3	1.5682
1743	1744	christian	christian	6.3	1.6444
1744	1745	clear	clear	6.3	1.1294
1745	1746	clearer	clearer	6.3	1.5419
1746	1747	commonwealth	commonwealth	6.3	1.3132
1747	1748	conversations	conversations	6.3	1.0546
1748	1749	designed	designed	6.3	0.953
1749	1750	downloaded	downloaded	6.3	1.4604
1750	1751	earrings	earrings	6.3	1.5682
1751	1752	engineer	engineer	6.3	1.1824
1752	1753	epic	epic	6.3	1.1824
1753	1754	exercise	exercise	6.3	1.6444
1754	1755	expansion	expansion	6.3	1.488
1755	1756	feeding	feeding	6.3	1.3132
1756	1757	flowing	flowing	6.3	1.374
1757	1758	headphones	headphones	6.3	1.1824
1758	1759	indians	indians	6.3	1.6933
1759	1760	joined	joined	6.3	1.0926
1760	1761	lipstick	lipstick	6.3	1.5286
1761	1762	metropolitan	metropolitan	6.3	1.6812
1762	1763	mine	mine	6.3	1.359
1763	1764	myself	myself	6.3	1.669
1764	1765	paint	paint	6.3	1.0738
1765	1766	painted	painted	6.3	0.9949
1766	1767	plane	plane	6.3	1.632
1767	1768	produced	produced	6.3	1.1995
1768	1769	protecting	protecting	6.3	1.6067
1769	1770	reasoning	reasoning	6.3	1.2495
1770	1771	relations	relations	6.3	1.6067
1771	1772	salvation	salvation	6.3	1.9193
1772	1773	sciences	sciences	6.3	1.3286
1773	1774	sense	sense	6.3	1.0351
1774	1775	software	software	6.3	1.4321
1775	1776	suite	suite	6.3	1.5017
1776	1777	surplus	surplus	6.3	1.4178
1777	1778	swing	swing	6.3	1.2657
1778	1779	visited	visited	6.3	1.4178
1779	1780	cheeks	cheeks	6.29	1.5293
1780	1781	observation	observation	6.29	1.3202
1781	1782	calcium	calcium	6.29	1.3844
1782	1783	conceived	conceived	6.29	1.6202
1783	1784	rum	rum	6.29	2.0917
1784	1785	amigo	amigo	6.28	1.8956
1785	1786	babes	babes	6.28	1.7501
1786	1787	begin	begin	6.28	1.1256
1787	1788	breathe	breathe	6.28	1.5258
1788	1789	bridegroom's	bridegroom's	6.28	1.6418
1789	1790	buy	buy	6.28	1.3559
1790	1791	community	community	6.28	1.3856
1791	1792	cooler	cooler	6.28	1.3099
1792	1793	country	country	6.28	1.7148
1793	1794	disco	disco	6.28	1.7148
1794	1795	emerging	emerging	6.28	0.9697
1795	1796	england	england	6.28	1.5258
1796	1797	experts	experts	6.28	1.4434
1797	1798	fairly	fairly	6.28	1.1613
1798	1799	fix	fix	6.28	1.5258
1799	1800	founded	founded	6.28	1.2461
1800	1801	globe	globe	6.28	1.4291
1801	1802	honorary	honorary	6.28	1.4988
1802	1803	hoped	hoped	6.28	1.1073
1803	1804	introduced	introduced	6.28	1.3559
1804	1805	lead	lead	6.28	1.4574
1805	1806	listening	listening	6.28	1.4434
1806	1807	lots	lots	6.28	1.4291
1807	1808	market	market	6.28	1.6041
1808	1809	monkey	monkey	6.28	1.7148
1809	1810	olympic	olympic	6.28	1.5654
1810	1811	pioneer	pioneer	6.28	1.5258
1811	1812	plaza	plaza	6.28	1.0309
1812	1813	professionals	professionals	6.28	1.4003
1813	1814	reflect	reflect	6.28	1.0887
1814	1815	remembering	remembering	6.28	1.2623
1815	1816	reputation	reputation	6.28	1.3708
1816	1817	sentimental	sentimental	6.28	1.6665
1817	1818	skype	skype	6.28	1.4574
1818	1819	students	students	6.28	1.8299
1819	1820	sweden	sweden	6.28	1.5124
1820	1821	technological	technological	6.28	1.4003
1821	1822	themes	themes	6.28	1.2461
1822	1823	thinking	thinking	6.28	1.2943
1823	1824	tips	tips	6.28	1.5784
1824	1825	vehicles	vehicles	6.28	1.4988
1825	1826	village	village	6.28	1.1256
1826	1827	virginia	virginia	6.28	1.4291
1827	1828	website	website	6.28	1.1613
1828	1829	white	white	6.28	1.5391
1829	1830	wines	wines	6.28	2.3737
1830	1831	reasonably	reasonably	6.27	1.3643
1831	1832	uptown	uptown	6.27	1.1982
1832	1833	aims	aims	6.27	1.2209
1833	1834	observe	observe	6.27	1.3659
1834	1835	regards	regards	6.27	1.335
1835	1836	allows	allows	6.26	1.192
1836	1837	appropriate	appropriate	6.26	1.2423
1837	1838	australian	australian	6.26	1.2257
1838	1839	blackberry	blackberry	6.26	1.6389
1839	1840	breathing	breathing	6.26	1.2257
1840	1841	camp	camp	6.26	1.5361
1841	1842	cars	cars	6.26	1.688
1842	1843	considerable	considerable	6.26	1.0264
1843	1844	costume	costume	6.26	1.7591
1844	1845	degree	degree	6.26	1.5884
1845	1846	develop	develop	6.26	1.0461
1846	1847	egypt	egypt	6.26	1.1572
1847	1848	events	events	6.26	1.4682
1848	1849	flag	flag	6.26	1.3063
1849	1850	gave	gave	6.26	1.2906
1850	1851	gods	gods	6.26	1.9146
1851	1852	gr8	gr8	6.26	1.7591
1852	1853	hotels	hotels	6.26	1.482
1853	1854	human	human	6.26	1.6389
1854	1855	indian	indian	6.26	1.7706
1855	1856	leap	leap	6.26	1.2906
1856	1857	lifetime	lifetime	6.26	1.6264
1857	1858	magnetic	magnetic	6.26	1.2906
1858	1859	mirror	mirror	6.26	1.1031
1859	1860	mmmm	mmmm	6.26	1.5624
1860	1861	occasion	occasion	6.26	1.1747
1861	1862	produce	produce	6.26	1.1214
1862	1863	prominent	prominent	6.26	1.1031
1863	1864	promises	promises	6.26	1.5493
1864	1865	proved	proved	6.26	1.9358
1865	1866	raising	raising	6.26	1.2257
1866	1867	school	school	6.26	1.8824
1867	1868	shirt	shirt	6.26	1.3372
1868	1869	spark	spark	6.26	1.6637
1869	1870	surely	surely	6.26	1.2586
1870	1871	team	team	6.26	1.4259
1871	1872	travelers	travelers	6.26	1.5624
1872	1873	upcoming	upcoming	6.26	1.0264
1873	1874	us	us	6.26	1.7591
1874	1875	valley	valley	6.26	1.1572
1875	1876	vintage	vintage	6.26	1.3372
1876	1877	proteins	proteins	6.25	1.28
1877	1878	almighty	almighty	6.24	2.0466
1878	1879	horizon	horizon	6.24	1.3155
1879	1880	insight	insight	6.24	1.5749
1880	1881	ooooh	ooooh	6.24	1.9422
1881	1882	poetic	poetic	6.24	1.7973
1882	1883	spirits	spirits	6.24	1.7973
1883	1884	aboard	aboard	6.24	1.3786
1884	1885	acknowledge	acknowledge	6.24	1.318
1885	1886	actors	actors	6.24	1.2048
1886	1887	advances	advances	6.24	1.3486
1887	1888	aid	aid	6.24	1.3637
1888	1889	answer	answer	6.24	1.5722
1889	1890	athletes	athletes	6.24	1.3786
1890	1891	bowling	bowling	6.24	1.5059
1891	1892	boy	boy	6.24	1.2867
1892	1893	built	built	6.24	1.1877
1893	1894	choice	choice	6.24	1.318
1894	1895	constitution	constitution	6.24	1.3486
1895	1896	conversation	conversation	6.24	1.4507
1896	1897	cowboy	cowboy	6.24	1.4078
1897	1898	day	day	6.24	1.3637
1898	1899	deliver	deliver	6.24	1.0214
1899	1900	developments	developments	6.24	1.0984
1900	1901	distinctive	distinctive	6.24	1.3024
1901	1902	dvds	dvds	6.24	1.4507
1902	1903	edison	edison	6.24	1.135
1903	1904	eighteen	eighteen	6.24	1.4647
1904	1905	enterprise	enterprise	6.24	1.2382
1905	1906	eyes	eyes	6.24	1.0984
1906	1907	flying	flying	6.24	1.6483
1907	1908	grad	grad	6.24	1.2867
1908	1909	grammy	grammy	6.24	1.3786
1909	1910	grill	grill	6.24	1.6971
1910	1911	halloween	halloween	6.24	2.0057
1911	1912	holland	holland	6.24	1.3024
1912	1913	jelly	jelly	6.24	1.318
1913	1914	jingle	jingle	6.24	1.7792
1914	1915	legitimate	legitimate	6.24	1.6107
1915	1916	making	making	6.24	1.1877
1916	1917	more	more	6.24	0.9596
1917	1918	options	options	6.24	0.9381
1918	1919	possible	possible	6.24	1.598
1919	1920	practical	practical	6.24	1.2867
1920	1921	proceeds	proceeds	6.24	1.1168
1921	1922	proposed	proposed	6.24	1.6971
1922	1923	provides	provides	6.24	1.4647
1923	1924	queen	queen	6.24	1.7907
1924	1925	revolutionary	revolutionary	6.24	1.8578
1925	1926	rises	rises	6.24	1.2545
1926	1927	samsung	samsung	6.24	1.2048
1927	1928	self	self	6.24	1.2382
1928	1929	show	show	6.24	1.4923
1929	1930	sooner	sooner	6.24	1.3933
1930	1931	speed	speed	6.24	1.4786
1931	1932	strategy	strategy	6.24	1.2382
1932	1933	tale	tale	6.24	1.135
1933	1934	tip	tip	6.24	1.0412
1934	1935	updating	updating	6.24	1.0606
1935	1936	vip	vip	6.24	1.4507
1936	1937	websites	websites	6.24	1.4923
1937	1938	worlds	worlds	6.24	1.5592
1938	1939	writing	writing	6.24	1.6483
1939	1940	xbox	xbox	6.24	1.7445
1940	1941	you	you	6.24	1.546
1941	1942	yours	yours	6.24	1.3786
1942	1943	yourself	yourself	6.24	1.5059
1943	1944	collective	collective	6.23	1.3707
1944	1945	embrace	embrace	6.22	1.8959
1945	1946	produces	produces	6.22	1.3427
1946	1947	meanings	meanings	6.22	1.3295
1947	1948	accompanied	accompanied	6.22	1.1119
1948	1949	advice	advice	6.22	1.5022
1949	1950	all	all	6.22	1.4039
1950	1951	answered	answered	6.22	1.3445
1951	1952	architectural	architectural	6.22	1.1301
1952	1953	asia	asia	6.22	1.9513
1953	1954	authors	authors	6.22	1.6817
1954	1955	avid	avid	6.22	1.148
1955	1956	batman	batman	6.22	1.5945
1956	1957	big	big	6.22	1.5022
1957	1958	breast	breast	6.22	1.4469
1958	1959	bro	bro	6.22	1.2982
1959	1960	build	build	6.22	1.0746
1960	1961	chef	chef	6.22	1.8327
1961	1962	clowns	clowns	6.22	1.8438
1962	1963	contacts	contacts	6.22	1.2002
1963	1964	contributions	contributions	6.22	1.5556
1964	1965	cotton	cotton	6.22	1.2824
1965	1966	cowboys	cowboys	6.22	1.6695
1966	1967	decent	decent	6.22	1.7058
1967	1968	designs	designs	6.22	1.6573
1968	1969	downloading	downloading	6.22	1.3596
1969	1970	environment	environment	6.22	1.7177
1970	1971	evolution	evolution	6.22	1.6073
1971	1972	farm	farm	6.22	1.5817
1972	1973	finishing	finishing	6.22	1.6573
1973	1974	fit	fit	6.22	1.5158
1974	1975	foundations	foundations	6.22	1.1657
1975	1976	full	full	6.22	1.2171
1976	1977	guys	guys	6.22	1.4184
1977	1978	instrument	instrument	6.22	1.2337
1978	1979	join	join	6.22	1.5556
1979	1980	karma	karma	6.22	1.7296
1980	1981	knight	knight	6.22	1.4609
1981	1982	lives	lives	6.22	1.148
1982	1983	logic	logic	6.22	1.4748
1983	1984	milk	milk	6.22	1.9303
1984	1985	most	most	6.22	1.5556
1985	1986	neon	neon	6.22	1.2337
1986	1987	night	night	6.22	1.2982
1987	1988	package	package	6.22	1.4748
1988	1989	participation	participation	6.22	1.148
1989	1990	penny	penny	6.22	1.7058
1990	1991	pregnant	pregnant	6.22	2.0829
1991	1992	properly	properly	6.22	1.0554
1992	1993	quest	quest	6.22	1.4609
1993	1994	restoration	restoration	6.22	1.3445
